applicant_id,jurisdiction,region,age_group,employment_status,annual_income,debt_to_income,credit_history_years,missed_payments_12m,credit_utilization,existing_customer,customer_tenure_years,spending_volatility,requested_credit_limit,synthetic_group_proxy,prob_good_repayment,good_repayment_12m,policy_score,approval_decision
APP-01025,EU,EU_North,55+,Self-employed,45487,0.228,21.1,2,0.321,1,6.7,0.267,4900,Group_A,0.9731,1,0.5595,Manual Review
APP-01026,US,US_West,35-44,Full-time,120541,0.214,8.6,1,0.422,0,0,0.178,11700,Group_A,0.9847,1,0.6337,Approved
APP-01027,EU,EU_South,25-34,Full-time,37886,0.126,3.8,0,0.274,1,3,0.234,3500,Group_C,0.8523,1,0.434,Declined
APP-01028,EU,EU_West,18-24,Unemployed,14617,0.373,0,2,0.789,0,0,0.483,2500,Group_B,0.2272,0,0,Declined
APP-01029,US,US_South,45-54,Full-time,51071,0.292,11.5,1,0.203,1,6.1,0.39,5400,Group_B,0.9459,1,0.5331,Manual Review
APP-01030,EU,EU_North,25-34,Full-time,66161,0.285,3.8,2,0.402,0,0,0.179,5500,Group_B,0.8142,0,0.4014,Declined
APP-01031,US,US_West,25-34,Self-employed,57733,0.131,5.6,0,0.169,0,0,0.463,11900,Group_A,0.9331,1,0.5506,Manual Review
APP-01032,EU,EU_South,35-44,Full-time,97733,0.444,15.1,2,0.908,1,6.4,0.292,15300,Group_A,0.8164,1,0.3999,Declined
APP-01033,US,US_West,35-44,Self-employed,69767,0.377,6.2,1,0.752,0,0,0.419,11100,Group_B,0.8637,0,0.4561,Declined
APP-01034,US,US_South,35-44,Self-employed,52865,0.309,11.2,4,0.7,1,3.6,0.294,11600,Group_A,0.6924,1,0.3,Declined
APP-01035,US,US_West,25-34,Full-time,98864,0.263,7,1,0.116,0,0,0.774,14700,Group_A,0.9443,1,0.5294,Manual Review
APP-01036,EU,EU_South,25-34,Part-time,45670,0.399,4.1,0,0.563,0,0,0.906,6300,Group_A,0.5834,1,0.3063,Declined
APP-01037,US,US_East,35-44,Full-time,57851,0.28,12.5,1,0.378,0,0,0.219,7700,Group_A,0.8945,1,0.5073,Manual Review
APP-01038,EU,EU_Central,55+,Full-time,210851,0.114,19.1,1,0.564,0,0,0.334,30000,Group_C,0.99,1,0.6445,Approved
APP-01039,US,US_South,45-54,Full-time,118651,0.376,10.5,1,0.453,1,8,0.343,14300,Group_A,0.9798,1,0.5376,Manual Review
APP-01040,US,US_East,55+,Self-employed,70231,0.176,22.5,0,0.316,0,0,0.305,8900,Group_A,0.9686,1,0.6007,Approved
APP-01041,US,US_East,45-54,Part-time,113337,0.624,13.5,1,0.652,0,0,0.538,13600,Group_A,0.8728,1,0.437,Declined
APP-01042,EU,EU_West,35-44,Full-time,192968,0.232,7.7,0,0.567,0,0,0.106,30000,Group_C,0.99,1,0.6244,Approved
APP-01043,US,US_South,25-34,Self-employed,63769,0.353,8,2,0.444,0,0,0.26,7400,Group_A,0.7745,1,0.4016,Declined
APP-01044,EU,EU_West,35-44,Full-time,105534,0.244,10.2,0,0.56,0,0,0.305,17400,Group_A,0.983,1,0.5428,Manual Review
APP-01045,EU,EU_North,35-44,Student,21085,0.225,10.8,0,0.369,1,8.3,0.157,5300,Group_B,0.8901,1,0.5152,Manual Review
APP-01046,EU,EU_West,35-44,Full-time,70799,0.192,11.5,0,0.486,1,8.4,0.307,12100,Group_B,0.9787,1,0.5278,Manual Review
APP-01047,US,US_West,35-44,Part-time,51669,0.258,9.6,1,0.853,1,6.1,0.281,12800,Group_A,0.4992,1,0.2915,Declined
APP-01048,US,US_Midwest,35-44,Full-time,98089,0.329,12.7,1,0.436,1,6.9,0.352,19500,Group_A,0.9741,1,0.5632,Manual Review
APP-01049,EU,EU_Central,25-34,Full-time,86608,0.473,4.8,2,0.706,1,8.3,0.378,18700,Group_A,0.7751,1,0.3576,Declined
APP-01050,US,US_Midwest,35-44,Full-time,116120,0.097,15.9,1,0.48,0,0,0.518,10600,Group_A,0.9872,1,0.6438,Approved
APP-01051,EU,EU_Central,25-34,Student,36078,0.229,5,1,0.33,0,0,0.383,5300,Group_A,0.576,0,0.3035,Declined
APP-01052,US,US_Midwest,45-54,Full-time,55532,0.742,18.3,3,0.609,1,12.6,0.604,10500,Group_A,0.7815,1,0.416,Declined
APP-01053,EU,EU_West,25-34,Student,21251,0.116,8.4,0,0.256,1,5.6,0.181,6800,Group_A,0.8921,1,0.422,Declined
APP-01054,EU,EU_West,18-24,Full-time,39896,0.269,3.2,0,0.298,0,0,0.38,10700,Group_A,0.7073,1,0.3975,Declined
APP-01055,EU,EU_South,25-34,Full-time,55037,0.119,2.8,1,0.326,1,2.6,0.302,6800,Group_B,0.8317,1,0.4389,Declined
APP-01056,US,US_South,35-44,Full-time,135173,0.083,9.7,1,0.151,1,4.9,0.294,23800,Group_C,0.99,1,0.645,Approved
APP-01057,EU,EU_Central,25-34,Part-time,23183,0.611,0,2,0.647,1,3.6,0.527,2600,Group_B,0.1432,0,0,Declined
APP-01058,US,US_East,25-34,Full-time,63485,0.276,7,3,0.381,0,0,0.578,8800,Group_A,0.6633,0,0.4061,Declined
APP-01059,US,US_East,35-44,Student,60259,0.419,11.8,2,0.874,1,6.4,0.53,9900,Group_A,0.5997,0,0.2108,Declined
APP-01060,EU,EU_West,25-34,Student,26438,0.242,5.8,2,0.275,1,6.7,0.446,500,Group_C,0.7452,1,0.4514,Declined
APP-01061,EU,EU_Central,55+,Unemployed,39672,0.642,14.5,2,0.82,0,0,0.525,5500,Group_A,0.3428,0,0.1492,Declined
APP-01062,EU,EU_Central,55+,Full-time,77396,0.408,18.2,0,0.965,1,7.4,0.489,15200,Group_A,0.8856,1,0.4911,Manual Review
APP-01063,EU,EU_South,35-44,Self-employed,77529,0.362,7.2,2,0.53,1,4.8,0.692,13100,Group_B,0.6256,1,0.2715,Declined
APP-01064,US,US_West,25-34,Part-time,35302,0.248,4.9,0,0.35,0,0,0.474,8500,Group_B,0.7274,1,0.3216,Declined
APP-01065,US,US_Midwest,45-54,Full-time,108348,0.568,14.4,0,0.518,1,12.4,0.388,20100,Group_B,0.9594,1,0.5314,Manual Review
APP-01066,EU,EU_North,18-24,Self-employed,23241,0.113,2.1,1,0.581,0,0,0.481,7900,Group_A,0.2319,0,0.111,Declined
APP-01067,US,US_West,35-44,Full-time,76647,0.255,12.4,0,0.494,1,11.4,0.304,15100,Group_A,0.9539,1,0.555,Manual Review
APP-01068,US,US_Midwest,25-34,Full-time,79528,0.049,3.2,0,0.122,1,1.5,0.432,8300,Group_C,0.9604,1,0.6027,Approved
APP-01069,US,US_East,55+,Full-time,104783,0.564,22.3,1,0.333,0,0,0.422,16500,Group_A,0.958,1,0.5268,Manual Review
APP-01070,US,US_East,18-24,Full-time,83710,0.28,1.3,3,0.759,0,0,0.228,12800,Group_B,0.7192,1,0.3485,Declined
APP-01071,US,US_South,35-44,Full-time,63441,0.125,9.6,0,0.106,1,9.3,0.692,13000,Group_B,0.8747,1,0.5808,Approved
APP-01072,US,US_South,45-54,Full-time,156168,0.099,13.4,0,0.241,1,9.5,0.54,24200,Group_B,0.99,1,0.7275,Approved
APP-01073,US,US_West,35-44,Self-employed,61263,0.474,15,2,0.793,0,0,0.694,13700,Group_A,0.7304,1,0.3196,Declined
APP-01074,US,US_Midwest,18-24,Full-time,92763,0.14,3.6,0,0.408,1,2.2,0.316,19000,Group_A,0.9438,1,0.5349,Manual Review
APP-01075,EU,EU_North,55+,Full-time,99780,0.053,16.7,0,0.657,0,0,0.267,10400,Group_B,0.9715,0,0.5892,Approved
APP-01076,US,US_South,35-44,Full-time,55849,0.212,10.5,0,0.488,0,0,0.536,6200,Group_C,0.8568,1,0.4606,Declined
APP-01077,US,US_South,35-44,Full-time,96725,0.729,11.7,2,0.486,1,5.4,0.322,16900,Group_C,0.8676,1,0.4938,Manual Review
APP-01078,EU,EU_South,25-34,Self-employed,66528,0.204,5.2,2,0.402,1,1.2,0.485,8300,Group_A,0.7605,1,0.5295,Manual Review
APP-01079,US,US_South,35-44,Full-time,119607,0.676,13.4,0,0.355,1,7.5,0.442,28000,Group_A,0.9533,1,0.5125,Manual Review
APP-01080,EU,EU_West,25-34,Part-time,39406,0.655,6.3,1,0.612,0,0,0.462,9700,Group_C,0.4172,0,0.1734,Declined
APP-01081,EU,EU_West,18-24,Full-time,37236,0.388,0,1,0.523,0,0,0.282,5200,Group_B,0.5715,0,0.2638,Declined
APP-01082,US,US_West,18-24,Part-time,55202,0.221,2.2,1,0.095,1,0,0.703,6800,Group_C,0.5912,1,0.3464,Declined
APP-01083,US,US_West,45-54,Full-time,91594,0.338,15.1,0,0.249,0,0,0.533,15500,Group_A,0.9721,1,0.6494,Approved
APP-01084,EU,EU_South,25-34,Full-time,90642,0.261,5.5,1,0.15,0,0,0.244,5000,Group_B,0.864,1,0.5261,Manual Review
APP-01085,EU,EU_West,25-34,Self-employed,51555,0.404,6.4,2,0.61,1,9.7,0.298,9500,Group_B,0.8054,0,0.311,Declined
APP-01086,US,US_East,35-44,Full-time,160144,0.175,9.2,0,0.633,1,5.1,0.106,17100,Group_B,0.99,1,0.5613,Manual Review
APP-01087,EU,EU_North,45-54,Self-employed,64429,0.185,19.7,2,0.209,0,0,0.509,10800,Group_A,0.9179,1,0.5241,Manual Review
APP-01088,US,US_South,18-24,Self-employed,35333,0.387,2.1,1,0.146,0,0,0.956,6000,Group_A,0.6519,1,0.3024,Declined
APP-01089,EU,EU_West,35-44,Full-time,150221,0.351,10.2,1,0.554,1,6.3,0.405,17900,Group_B,0.9748,1,0.5826,Approved
APP-01090,US,US_Midwest,18-24,Full-time,41760,0.02,4.3,0,0.345,1,7.8,0.107,8800,Group_A,0.9356,1,0.52,Manual Review
APP-01091,EU,EU_North,18-24,Full-time,104861,0.393,2.3,1,0.689,0,0,0.473,23400,Group_A,0.7695,1,0.3289,Declined
APP-01092,EU,EU_West,18-24,Student,30926,0.341,3.2,0,0.359,0,0,0.373,2500,Group_C,0.6139,0,0.2429,Declined
APP-01093,EU,EU_North,45-54,Self-employed,81551,0.15,14.7,2,0.391,0,0,0.365,2800,Group_A,0.9313,1,0.473,Declined
APP-01094,US,US_South,18-24,Full-time,18907,0.528,0,0,0.332,1,0,0.512,4800,Group_B,0.4782,0,0.1346,Declined
APP-01095,US,US_Midwest,18-24,Full-time,50575,0.197,0,0,0.719,0,0,0.136,7800,Group_A,0.7612,1,0.4161,Declined
APP-01096,US,US_South,25-34,Self-employed,59727,0.325,4.8,0,0.726,1,6.3,0.781,6800,Group_B,0.7879,1,0.3898,Declined
APP-01097,US,US_West,45-54,Part-time,94612,0.478,15.7,3,0.79,1,7.3,0.539,7300,Group_C,0.8929,1,0.4388,Declined
APP-01098,US,US_East,25-34,Full-time,152391,0.179,9.1,1,0.33,1,8.4,0.378,23400,Group_A,0.9737,1,0.5437,Manual Review
APP-01099,EU,EU_Central,25-34,Full-time,54784,0.02,8.2,1,0.37,1,8.5,0.176,7300,Group_A,0.9849,1,0.5281,Manual Review
APP-01100,US,US_West,18-24,Student,31810,0.199,1.9,1,0.116,0,0,0.196,7700,Group_A,0.6259,0,0.3604,Declined
APP-01101,US,US_Midwest,35-44,Full-time,127375,0.426,8.4,2,0.373,1,6.5,0.401,8500,Group_A,0.9496,1,0.5708,Manual Review
APP-01102,EU,EU_South,35-44,Full-time,122623,0.131,9.8,0,0.184,0,0,0.239,19800,Group_B,0.99,1,0.6251,Approved
APP-01103,EU,EU_West,35-44,Unemployed,41258,0.498,12.4,3,0.548,0,0,0.707,9700,Group_C,0.3565,1,0.1403,Declined
APP-01104,EU,EU_South,25-34,Self-employed,28405,0.34,8.2,0,0.578,0,0,0.302,5400,Group_A,0.7699,0,0.3201,Declined
APP-01105,EU,EU_West,25-34,Full-time,69526,0.324,8.9,1,0.554,0,0,0.618,12500,Group_A,0.9126,1,0.4653,Declined
APP-01106,US,US_West,18-24,Full-time,30329,0.221,2,1,0.47,0,0,0.114,3100,Group_A,0.6422,1,0.3361,Declined
APP-01107,US,US_East,25-34,Full-time,57046,0.156,3.3,0,0.458,1,1.8,0.378,9100,Group_B,0.941,1,0.4891,Manual Review
APP-01108,EU,EU_Central,18-24,Full-time,79294,0.176,0.9,0,0.478,0,0,0.164,11300,Group_A,0.8209,1,0.5186,Manual Review
APP-01109,EU,EU_West,45-54,Student,40028,0.36,13.7,1,0.491,1,7.1,0.238,6500,Group_B,0.8555,0,0.5107,Manual Review
APP-01110,US,US_South,55+,Full-time,115786,0.569,18.6,0,0.423,0,0,0.468,15200,Group_B,0.9818,1,0.575,Manual Review
APP-01111,EU,EU_Central,55+,Part-time,50432,0.541,19.3,0,0.33,0,0,0.481,7800,Group_B,0.9325,1,0.5228,Manual Review
APP-01112,US,US_Midwest,45-54,Student,23211,0.202,15.7,0,0.467,0,0,0.876,3600,Group_A,0.8508,1,0.5692,Manual Review
APP-01113,US,US_Midwest,35-44,Full-time,24330,0.473,8.5,0,0.26,1,6,0.371,7400,Group_B,0.8129,0,0.4589,Declined
APP-01114,US,US_West,35-44,Full-time,96512,0.27,9.3,0,0.522,0,0,0.447,14800,Group_A,0.9428,1,0.5513,Manual Review
APP-01115,EU,EU_West,25-34,Full-time,67720,0.472,8.6,1,0.722,0,0,0.296,14300,Group_A,0.709,0,0.3613,Declined
APP-01116,EU,EU_North,35-44,Student,23598,0.324,10.2,2,0.317,0,0,0.472,6200,Group_C,0.4602,0,0.2376,Declined
APP-01117,US,US_Midwest,35-44,Part-time,22033,0.55,8.4,2,0.604,0,0,0.504,5400,Group_B,0.1273,0,0,Declined
APP-01118,EU,EU_Central,35-44,Full-time,64849,0.544,9.4,1,0.773,1,10.1,0.222,13800,Group_A,0.9269,1,0.4203,Declined
APP-01119,US,US_South,45-54,Self-employed,80102,0.425,13.1,1,0.217,0,0,0.659,3200,Group_A,0.9387,1,0.5332,Manual Review
APP-01120,US,US_South,25-34,Full-time,100614,0.478,9.4,2,0.369,0,0,0.652,22600,Group_A,0.8646,1,0.4277,Declined
APP-01121,EU,EU_Central,25-34,Student,35291,0.463,7.7,2,0.328,0,0,0.472,4400,Group_A,0.564,1,0.3025,Declined
APP-01122,EU,EU_North,55+,Full-time,169925,0.35,17.4,0,0.372,1,5.7,0.77,23300,Group_A,0.99,1,0.6517,Approved
APP-01123,EU,EU_South,18-24,Full-time,32013,0.02,4.2,2,0.442,1,4.5,0.289,5800,Group_A,0.6495,0,0.3724,Declined
APP-01124,EU,EU_Central,35-44,Student,58339,0.567,13,3,0.712,1,6.6,0.478,8100,Group_A,0.5979,0,0.2267,Declined
APP-01125,EU,EU_North,55+,Full-time,70555,0.155,19.1,2,0.12,0,0,0.276,4100,Group_B,0.9835,1,0.672,Approved
APP-01126,EU,EU_Central,35-44,Full-time,103408,0.366,12.3,0,0.426,0,0,0.277,14900,Group_B,0.9523,1,0.6188,Approved
APP-01127,US,US_West,35-44,Full-time,62156,0.416,9.3,1,0.206,1,7.6,0.485,18600,Group_B,0.748,1,0.3578,Declined
APP-01128,US,US_Midwest,25-34,Full-time,120772,0.446,3.4,2,0.866,0,0,0.449,27100,Group_A,0.6318,0,0.2936,Declined
APP-01129,US,US_South,25-34,Full-time,79480,0.383,6.3,1,0.844,0,0,0.643,13600,Group_C,0.7236,1,0.3454,Declined
APP-01130,US,US_South,45-54,Unemployed,23130,0.375,14.3,1,0.385,1,9,0.279,3700,Group_B,0.5396,1,0.2285,Declined
APP-01131,EU,EU_West,35-44,Full-time,75239,0.182,7.5,0,0.153,1,6.1,0.465,3700,Group_B,0.9628,1,0.5665,Manual Review
APP-01132,US,US_South,35-44,Full-time,67916,0.444,10.1,4,0.385,1,4.2,0.251,6700,Group_B,0.5765,1,0.3158,Declined
APP-01133,US,US_Midwest,18-24,Self-employed,54181,0.475,0,1,0.242,1,3.8,0.54,8900,Group_C,0.6201,1,0.2854,Declined
APP-01134,US,US_West,18-24,Full-time,30002,0.245,4.7,0,0.428,1,5.9,0.317,7400,Group_A,0.7783,1,0.3377,Declined
APP-01135,EU,EU_South,55+,Full-time,81331,0.083,19.1,0,0.348,1,8.5,0.058,9200,Group_A,0.99,1,0.6611,Approved
APP-01136,US,US_Midwest,25-34,Part-time,46742,0.361,2.1,0,0.606,0,0,0.282,2700,Group_B,0.7182,0,0.3183,Declined
APP-01137,EU,EU_South,35-44,Student,33382,0.507,8.5,1,0.394,1,8.5,0.822,3900,Group_B,0.395,0,0.1523,Declined
APP-01138,US,US_West,18-24,Self-employed,71571,0.191,1.3,1,0.248,1,0,0.397,5300,Group_B,0.8785,1,0.558,Manual Review
APP-01139,US,US_West,35-44,Self-employed,116751,0.352,11.4,2,0.312,0,0,0.607,12700,Group_A,0.8766,1,0.5427,Manual Review
APP-01140,EU,EU_South,55+,Full-time,82135,0.142,19.4,0,0.223,0,0,0.344,17400,Group_A,0.9871,1,0.6019,Approved
APP-01141,EU,EU_North,35-44,Unemployed,38937,0.289,9.9,3,0.454,0,0,0.415,3700,Group_A,0.3953,0,0.143,Declined
APP-01142,US,US_East,25-34,Full-time,79496,0.242,3,0,0.517,1,0.5,0.158,7900,Group_C,0.9405,1,0.5557,Manual Review
APP-01143,EU,EU_Central,35-44,Part-time,56786,0.604,8.3,0,0.63,1,6.1,0.955,7400,Group_B,0.6607,0,0.3562,Declined
APP-01144,EU,EU_North,45-54,Full-time,42108,0.353,18.4,0,0.67,0,0,0.494,10100,Group_A,0.9446,1,0.5026,Manual Review
APP-01145,US,US_South,25-34,Student,28305,0.414,6.5,2,0.512,0,0,0.601,5800,Group_A,0.3192,0,0.0697,Declined
APP-01146,EU,EU_North,45-54,Self-employed,44827,0.775,17.9,0,0.538,1,7,0.491,7400,Group_A,0.7063,1,0.3758,Declined
APP-01147,EU,EU_North,35-44,Part-time,93753,0.55,13.2,1,0.829,1,5.9,0.629,4600,Group_C,0.9013,0,0.5008,Manual Review
APP-01148,EU,EU_North,55+,Full-time,67203,0.294,17.5,2,0.516,0,0,0.133,10500,Group_B,0.9247,1,0.5145,Manual Review
APP-01149,EU,EU_North,35-44,Full-time,69344,0.259,8.4,0,0.169,0,0,0.131,8200,Group_B,0.9711,1,0.5274,Manual Review
APP-01150,EU,EU_North,25-34,Self-employed,101925,0.435,11.3,1,0.696,0,0,0.512,12800,Group_A,0.8691,1,0.4816,Manual Review
APP-01151,EU,EU_North,25-34,Part-time,47314,0.467,7.5,3,0.256,0,0,0.36,5800,Group_B,0.2533,0,0.1266,Declined
APP-01152,EU,EU_North,25-34,Full-time,44870,0.057,2.8,0,0.226,1,7.5,0.183,10400,Group_A,0.9844,1,0.5388,Manual Review
APP-01153,EU,EU_West,55+,Unemployed,26178,0.356,19.7,1,0.602,0,0,0.403,2700,Group_B,0.5866,0,0.3275,Declined
APP-01154,EU,EU_North,45-54,Student,35804,0.165,16,0,0.332,0,0,0.284,6100,Group_A,0.8283,1,0.5066,Manual Review
APP-01155,EU,EU_West,35-44,Full-time,41168,0.084,12.8,1,0.185,1,6.6,0.13,4500,Group_A,0.9707,1,0.6214,Approved
APP-01156,EU,EU_West,25-34,Part-time,28678,0.296,2.7,1,0.349,0,0,0.813,4300,Group_B,0.3032,1,0.114,Declined
APP-01157,US,US_South,25-34,Full-time,64075,0.224,3.7,1,0.601,1,1.4,0.28,10100,Group_C,0.7999,1,0.3734,Declined
APP-01158,EU,EU_South,45-54,Full-time,90927,0.149,14.5,0,0.236,0,0,0.235,20400,Group_A,0.9859,1,0.6184,Approved
APP-01159,EU,EU_South,35-44,Full-time,38825,0.218,7.5,1,0.308,0,0,0.186,3700,Group_B,0.8107,1,0.512,Manual Review
APP-01160,US,US_West,25-34,Self-employed,114311,0.355,8.3,0,0.886,0,0,0.481,17800,Group_A,0.9034,1,0.4276,Declined
APP-01161,EU,EU_Central,35-44,Part-time,53973,0.309,8.4,0,0.362,0,0,0.85,3500,Group_A,0.9115,1,0.4151,Declined
APP-01162,US,US_Midwest,18-24,Full-time,51886,0.472,1.1,2,0.373,0,0,0.407,9600,Group_A,0.4617,1,0.1973,Declined
APP-01163,US,US_South,25-34,Self-employed,81529,0.407,2.6,2,0.883,0,0,0.765,11300,Group_A,0.333,0,0.107,Declined
APP-01164,EU,EU_North,35-44,Self-employed,57806,0.364,13.2,0,0.56,1,3.1,0.514,4800,Group_A,0.9411,1,0.5133,Manual Review
APP-01165,US,US_South,25-34,Self-employed,83599,0.445,9.3,1,0.728,0,0,0.429,15300,Group_A,0.7028,1,0.3562,Declined
APP-01166,EU,EU_Central,55+,Full-time,69864,0.084,20.3,0,0.309,0,0,0.051,14900,Group_A,0.9868,1,0.6678,Approved
APP-01167,EU,EU_Central,25-34,Student,20212,0.474,4.8,1,0.561,1,3.2,0.441,1600,Group_C,0.2614,1,0.0727,Declined
APP-01168,US,US_East,25-34,Full-time,96515,0.128,7.5,0,0.711,0,0,0.306,15100,Group_A,0.9626,1,0.5851,Approved
APP-01169,US,US_West,25-34,Full-time,122275,0.535,7.5,2,0.716,1,10.3,0.293,14800,Group_B,0.9083,1,0.3851,Declined
APP-01170,US,US_West,45-54,Full-time,132683,0.258,16.9,1,0.516,0,0,0.308,24100,Group_A,0.9862,1,0.5965,Approved
APP-01171,EU,EU_West,25-34,Full-time,94667,0.211,2.8,0,0.301,0,0,0.193,15700,Group_B,0.9565,1,0.5234,Manual Review
APP-01172,EU,EU_Central,35-44,Student,31047,0.62,7.4,0,0.528,0,0,0.428,3000,Group_A,0.5975,0,0.1799,Declined
APP-01173,EU,EU_West,18-24,Full-time,24859,0.334,0,0,0.572,0,0,0.247,7300,Group_A,0.6803,0,0.3164,Declined
APP-01174,US,US_East,18-24,Part-time,62455,0.28,2.7,1,0.337,1,0.3,0.417,7400,Group_A,0.6259,1,0.3303,Declined
APP-01175,EU,EU_West,35-44,Full-time,227519,0.547,9.6,0,0.407,0,0,0.286,20200,Group_A,0.99,0,0.629,Approved
APP-01176,US,US_East,45-54,Full-time,191723,0.549,16.4,1,0.697,1,7.1,0.694,30000,Group_A,0.99,1,0.6103,Approved
APP-01177,EU,EU_West,45-54,Unemployed,26999,0.438,12.6,1,0.676,1,8.3,0.549,2500,Group_B,0.4118,1,0.1871,Declined
APP-01178,US,US_South,18-24,Part-time,17731,0.11,0,0,0.352,0,0,0.22,3900,Group_C,0.7268,1,0.4134,Declined
APP-01179,EU,EU_South,35-44,Full-time,46830,0.262,6.2,2,0.271,1,7.5,0.227,3400,Group_B,0.8856,1,0.5036,Manual Review
APP-01180,US,US_East,55+,Full-time,32376,0.418,22.2,2,0.725,0,0,0.303,7900,Group_B,0.5161,0,0.2807,Declined
APP-01181,EU,EU_North,25-34,Full-time,71046,0.174,8.5,0,0.453,1,6.8,0.453,7900,Group_A,0.9415,1,0.6348,Approved
APP-01182,US,US_West,45-54,Full-time,197225,0.075,19.8,0,0.195,1,7.9,0.407,22100,Group_A,0.99,0,0.6975,Approved
APP-01183,EU,EU_West,25-34,Part-time,43800,0.347,7.7,1,0.87,0,0,0.301,4200,Group_A,0.5339,0,0.1842,Declined
APP-01184,EU,EU_South,55+,Part-time,59116,0.233,20.1,0,0.552,0,0,0.743,7500,Group_A,0.9068,1,0.5881,Approved
APP-01185,US,US_South,45-54,Full-time,177827,0.391,18.9,0,0.313,0,0,0.345,30000,Group_A,0.99,1,0.7429,Approved
APP-01186,EU,EU_South,55+,Student,29874,0.127,20.9,1,0.222,0,0,0.316,5300,Group_A,0.9569,1,0.5553,Manual Review
APP-01187,EU,EU_South,35-44,Self-employed,205968,0.549,11.5,1,0.399,0,0,0.468,30000,Group_A,0.9857,1,0.6849,Approved
APP-01188,US,US_East,25-34,Full-time,182744,0.423,6.4,1,0.549,1,7.2,0.345,30000,Group_A,0.99,1,0.5779,Manual Review
APP-01189,US,US_South,55+,Full-time,65112,0.101,12.3,0,0.239,0,0,0.28,8800,Group_B,0.9051,1,0.5792,Manual Review
APP-01190,EU,EU_Central,25-34,Self-employed,43999,0.212,7.8,0,0.497,0,0,0.311,7600,Group_B,0.6616,1,0.3857,Declined
APP-01191,US,US_South,25-34,Full-time,102044,0.205,7.6,1,0.479,0,0,0.244,19600,Group_A,0.9327,1,0.5181,Manual Review
APP-01192,EU,EU_West,35-44,Full-time,72047,0.519,10.7,1,0.345,0,0,0.307,10000,Group_C,0.8178,0,0.5232,Manual Review
APP-01193,US,US_South,45-54,Full-time,53109,0.143,14.9,1,0.312,0,0,0.187,9200,Group_C,0.9296,1,0.6308,Approved
APP-01194,EU,EU_Central,55+,Full-time,146685,0.185,21.4,0,0.299,0,0,0.275,30000,Group_A,0.99,1,0.6362,Approved
APP-01195,US,US_South,25-34,Part-time,80703,0.481,5.2,0,0.453,0,0,0.406,16300,Group_A,0.7245,1,0.3959,Declined
APP-01196,EU,EU_West,45-54,Full-time,102696,0.259,17.4,2,0.245,0,0,0.516,21000,Group_A,0.9593,0,0.6344,Approved
APP-01197,EU,EU_South,45-54,Full-time,50628,0.239,12.1,1,0.287,1,3.7,0.406,8800,Group_C,0.8795,1,0.4306,Declined
APP-01198,EU,EU_Central,18-24,Part-time,17143,0.202,1.9,0,0.235,1,4.2,0.428,3700,Group_C,0.7893,1,0.4145,Declined
APP-01199,EU,EU_South,25-34,Student,34021,0.474,7.7,1,0.51,0,0,0.55,5400,Group_A,0.4648,1,0.1438,Declined
APP-01200,US,US_Midwest,25-34,Unemployed,23300,0.656,6.1,0,0.514,1,3.7,0.794,5400,Group_A,0.282,1,0.1121,Declined
APP-01201,EU,EU_Central,25-34,Full-time,53599,0.445,5.1,1,0.756,0,0,0.515,8700,Group_B,0.5639,0,0.2557,Declined
APP-01202,US,US_West,55+,Full-time,130531,0.23,18.8,0,0.665,1,6.8,0.441,18100,Group_A,0.99,1,0.6082,Approved
APP-01203,US,US_Midwest,35-44,Full-time,125541,0.295,8.9,1,0.445,0,0,0.159,13000,Group_A,0.9599,1,0.5101,Manual Review
APP-01204,US,US_West,45-54,Full-time,166162,0.19,15.5,0,0.536,1,10,0.224,17500,Group_C,0.99,1,0.6269,Approved
APP-01205,US,US_South,55+,Student,19229,0.529,20.3,0,0.605,1,8.4,0.5,3500,Group_B,0.6559,0,0.3631,Declined
APP-01206,EU,EU_West,25-34,Full-time,53548,0.397,0.2,2,0.285,1,2.9,0.514,4500,Group_B,0.5604,1,0.2668,Declined
APP-01207,EU,EU_North,45-54,Full-time,125755,0.32,16.1,0,0.383,1,7.3,0.452,8900,Group_C,0.99,1,0.6718,Approved
APP-01208,US,US_Midwest,25-34,Full-time,76452,0.249,3.1,1,0.402,1,6.5,0.253,11400,Group_B,0.9434,1,0.563,Manual Review
APP-01209,US,US_South,45-54,Full-time,190826,0.229,15.6,2,0.486,0,0,0.158,23300,Group_A,0.99,1,0.6967,Approved
APP-01210,EU,EU_South,25-34,Part-time,47276,0.302,1.4,1,0.409,1,4,0.452,13100,Group_B,0.7527,1,0.3596,Declined
APP-01211,US,US_South,55+,Full-time,189309,0.285,19.1,0,0.573,0,0,0.189,30000,Group_A,0.99,1,0.6785,Approved
APP-01212,US,US_South,25-34,Full-time,79681,0.266,6.4,0,0.275,0,0,0.336,14900,Group_B,0.9299,1,0.5013,Manual Review
APP-01213,US,US_East,25-34,Full-time,120256,0.173,6.6,1,0.723,0,0,0.259,14800,Group_A,0.8409,1,0.4353,Declined
APP-01214,EU,EU_North,45-54,Full-time,69379,0.81,13,1,0.696,1,7.2,0.342,12700,Group_B,0.6983,0,0.3798,Declined
APP-01215,EU,EU_West,25-34,Full-time,75044,0.02,6.2,1,0.501,0,0,0.417,8600,Group_A,0.8882,1,0.4647,Declined
APP-01216,US,US_West,35-44,Self-employed,124170,0.362,12.1,0,0.217,1,8.1,0.658,19800,Group_A,0.9341,1,0.5359,Manual Review
